model,MAE,RMSE,WAPE_pct
XGBoost,50.21330057897008,65.76786551986582,0.9086868374772529
CatBoost,50.127539682005754,65.83359018692845,0.9071348622566802
Persistence (1h),153.79424626006906,199.06106527900303,2.783143223904888
Seasonal naive (168h),602.9334867663981,827.0008091410236,10.911007979593936
